id,category,issued_date,address
30938,retail_store_food,2023-08-31,toronto
30939,retail_store_food,2023-08-31,toronto
30940,retail_store_food,2023-08-31,toronto
30941,retail_store_food,2023-09-01,toronto
30942,retail_store_food,2023-09-01,toronto
30943,retail_store_food,2023-09-01,toronto
30944,retail_store_food,2023-09-02,toronto
30945,retail_store_food,2023-09-02,toronto
30946,retail_store_food,2023-09-04,toronto
30947,retail_store_food,2023-09-05,toronto
30948,retail_store_food,2023-09-05,toronto
30949,retail_store_food,2023-09-05,toronto
30950,retail_store_food,2023-09-05,toronto
30951,retail_store_food,2023-09-05,toronto
30952,retail_store_food,2023-09-06,toronto
30953,retail_store_food,2023-09-06,toronto
30954,retail_store_food,2023-09-06,toronto
30955,retail_store_food,2023-09-07,toronto
30956,retail_store_food,2023-09-07,toronto
30957,retail_store_food,2023-09-07,toronto
30958,retail_store_food,2023-09-07,toronto
30959,retail_store_food,2023-09-07,toronto
30960,retail_store_food,2023-09-07,toronto
30961,retail_store_food,2023-09-08,toronto
30962,retail_store_food,2023-09-08,toronto
30963,retail_store_food,2023-09-08,toronto
30964,retail_store_food,2023-09-08,toronto
30965,retail_store_food,2023-09-08,toronto
30966,retail_store_food,2023-10-09,toronto
30967,retail_store_food,2023-09-08,toronto
30968,retail_store_food,2023-09-08,toronto
30969,retail_store_food,2023-09-08,toronto
30970,retail_store_food,2023-09-08,toronto
30971,retail_store_food,2023-09-09,toronto
30972,retail_store_food,2023-09-09,toronto
30973,retail_store_food,2023-09-09,toronto
30974,retail_store_food,2023-09-09,toronto
30975,retail_store_food,2023-09-09,toronto
30976,retail_store_food,2023-09-09,toronto
30977,retail_store_food,2023-09-11,toronto
30978,retail_store_food,2023-09-11,toronto
30979,retail_store_food,2023-09-13,toronto
30980,retail_store_food,2023-09-11,toronto
30981,retail_store_food,2023-09-11,toronto
30982,retail_store_food,2023-09-11,toronto
30983,retail_store_food,2023-09-11,toronto
30984,retail_store_food,2023-09-12,toronto
30985,retail_store_food,2023-09-12,toronto
30986,retail_store_food,2023-09-12,toronto
30987,retail_store_food,2023-09-12,toronto
30988,retail_store_food,2023-09-12,toronto
30989,retail_store_food,2023-09-12,toronto
30990,retail_store_food,2023-09-13,toronto
30991,retail_store_food,2023-09-13,toronto
30992,retail_store_food,2023-09-13,toronto
30993,retail_store_food,2023-09-14,toronto
30994,retail_store_food,2023-09-14,toronto
30995,retail_store_food,2023-09-14,toronto
30996,retail_store_food,2023-09-14,toronto
30997,retail_store_food,2023-09-14,toronto
30998,retail_store_food,2023-09-14,toronto
30999,retail_store_food,2023-09-14,toronto
31000,retail_store_food,2023-09-15,toronto
31001,retail_store_food,2023-09-15,toronto
31002,retail_store_food,2023-09-15,toronto
31003,retail_store_food,2023-09-15,toronto
31004,retail_store_food,2023-09-16,toronto
31005,retail_store_food,2023-09-16,toronto
31006,retail_store_food,2023-09-16,toronto
31007,retail_store_food,2023-09-17,toronto
31008,retail_store_food,2023-09-18,toronto
31009,retail_store_food,2023-09-18,toronto
31010,retail_store_food,2023-09-27,toronto
31011,retail_store_food,2023-09-18,toronto
31012,retail_store_food,2023-09-19,toronto
31013,retail_store_food,2023-09-19,toronto
31014,retail_store_food,2023-09-19,toronto
31015,retail_store_food,2023-09-19,toronto
31016,retail_store_food,2023-09-19,toronto
31017,retail_store_food,2023-09-19,toronto
31018,retail_store_food,2023-09-19,toronto
31019,retail_store_food,2023-09-20,toronto
31020,retail_store_food,2023-09-20,toronto
31021,retail_store_food,2023-09-20,toronto
31022,retail_store_food,2023-09-20,toronto
31023,retail_store_food,2023-09-20,toronto
31024,retail_store_food,2023-09-20,toronto
31025,retail_store_food,2023-09-21,toronto
31026,retail_store_food,2023-09-21,toronto
31027,retail_store_food,2023-09-21,toronto
31028,retail_store_food,2023-09-22,toronto
31029,retail_store_food,2023-09-23,toronto
31030,retail_store_food,2023-09-24,toronto
31031,retail_store_food,2023-09-25,toronto
31032,retail_store_food,2023-09-25,toronto
31033,retail_store_food,2023-09-26,toronto
31034,retail_store_food,2023-09-26,toronto
31035,retail_store_food,2023-09-26,toronto
31036,retail_store_food,2023-09-26,toronto
31037,retail_store_food,2023-09-26,toronto
31038,retail_store_food,2023-09-26,toronto
31039,retail_store_food,2023-09-26,toronto
31040,retail_store_food,2023-09-27,toronto
31041,retail_store_food,2023-09-27,toronto
31042,retail_store_food,2023-09-27,toronto
31043,retail_store_food,2023-09-28,toronto
31044,retail_store_food,2023-09-28,toronto
31045,retail_store_food,2023-09-28,toronto
31046,retail_store_food,2023-09-28,toronto
31047,retail_store_food,2023-09-28,toronto
31048,retail_store_food,2023-09-29,toronto
31049,retail_store_food,2023-09-30,toronto
31050,retail_store_food,2023-09-29,toronto
31051,retail_store_food,2023-09-29,toronto
31052,retail_store_food,2023-09-30,toronto
31053,retail_store_food,2023-09-30,toronto
31054,retail_store_food,2023-09-30,toronto
31055,retail_store_food,2023-10-06,toronto
31056,retail_store_food,2023-10-02,toronto
31057,retail_store_food,2023-10-03,toronto
31058,retail_store_food,2023-10-03,toronto
31059,retail_store_food,2023-10-03,toronto
31060,retail_store_food,2023-10-04,toronto
31061,retail_store_food,2023-10-05,toronto
31062,retail_store_food,2023-10-05,toronto
31063,retail_store_food,2023-10-05,toronto
31064,retail_store_food,2023-10-05,toronto
31065,retail_store_food,2023-10-05,toronto
31066,retail_store_food,2023-10-06,toronto
31067,retail_store_food,2023-10-07,toronto
31068,retail_store_food,2023-10-07,toronto
31069,retail_store_food,2023-10-07,toronto
31070,retail_store_food,2023-10-09,toronto
31071,retail_store_food,2023-10-10,toronto
31072,retail_store_food,2023-10-10,toronto
31073,retail_store_food,2023-10-11,toronto
31074,retail_store_food,2023-10-11,toronto
31075,retail_store_food,2023-10-11,toronto
31076,retail_store_food,2023-10-11,toronto
31077,retail_store_food,2023-10-11,toronto
31078,retail_store_food,2023-10-11,toronto
31079,retail_store_food,2023-10-12,toronto
31080,retail_store_food,2023-10-12,toronto
31081,retail_store_food,2023-10-12,toronto
31082,retail_store_food,2023-10-13,toronto
31083,retail_store_food,2023-10-13,toronto
31084,retail_store_food,2023-10-13,toronto
31085,retail_store_food,2023-10-17,toronto
31086,retail_store_food,2023-10-17,toronto
31087,retail_store_food,2023-10-17,toronto
31088,retail_store_food,2023-10-17,toronto
31089,retail_store_food,2023-10-17,toronto
31090,retail_store_food,2023-10-17,toronto
31091,retail_store_food,2023-10-17,toronto
31092,retail_store_food,2023-10-17,toronto
31093,retail_store_food,2023-10-18,toronto
31094,retail_store_food,2023-10-18,toronto
31095,retail_store_food,2023-10-19,toronto
31096,retail_store_food,2023-10-19,toronto
31097,retail_store_food,2023-10-19,toronto
31098,retail_store_food,2023-10-20,toronto
31099,retail_store_food,2023-10-20,toronto
31100,retail_store_food,2023-10-20,toronto
31101,retail_store_food,2023-10-20,toronto
31102,retail_store_food,2023-10-20,toronto
31103,retail_store_food,2023-10-22,toronto
31104,retail_store_food,2023-10-23,toronto
31105,retail_store_food,2023-10-23,toronto
31106,retail_store_food,2023-10-24,toronto
31107,retail_store_food,2023-10-24,toronto
31108,retail_store_food,2023-10-24,toronto
31109,retail_store_food,2023-10-24,toronto
31110,retail_store_food,2023-10-24,toronto
31111,retail_store_food,2023-10-24,toronto
31112,retail_store_food,2023-10-24,toronto
31113,retail_store_food,2023-10-25,toronto
31114,retail_store_food,2023-11-05,toronto
31115,retail_store_food,2023-10-26,toronto
31116,retail_store_food,2023-10-26,toronto
31117,retail_store_food,2023-10-26,toronto
31118,retail_store_food,2023-10-26,toronto
31119,retail_store_food,2023-10-27,toronto
31120,retail_store_food,2023-10-27,toronto
31121,retail_store_food,2023-10-27,toronto
31122,retail_store_food,2023-10-27,toronto
31123,retail_store_food,2023-10-28,toronto
31124,retail_store_food,2023-10-28,toronto
31125,retail_store_food,2023-10-28,toronto
31126,retail_store_food,2023-10-30,toronto
31127,retail_store_food,2023-10-31,toronto
31128,retail_store_food,2023-11-01,toronto
31129,retail_store_food,2023-11-01,toronto
31130,retail_store_food,2023-11-17,toronto
31131,retail_store_food,2023-11-01,toronto
31132,retail_store_food,2023-11-01,toronto
31133,retail_store_food,2023-11-02,toronto
31134,retail_store_food,2023-11-02,toronto
31135,retail_store_food,2023-11-02,toronto
31136,retail_store_food,2023-11-02,toronto
31137,retail_store_food,2023-11-03,toronto
31138,retail_store_food,2023-11-03,toronto
31139,retail_store_food,2023-11-03,toronto
31140,retail_store_food,2023-11-03,toronto
31141,retail_store_food,2023-11-03,toronto
31142,retail_store_food,2023-11-04,toronto
31143,retail_store_food,2023-11-04,toronto
31144,retail_store_food,2023-11-04,toronto
31145,retail_store_food,2023-11-05,toronto
31146,retail_store_food,2023-11-06,toronto
31147,retail_store_food,2023-11-06,toronto
31148,retail_store_food,2023-11-07,toronto
31149,retail_store_food,2023-11-07,toronto
31150,retail_store_food,2023-11-07,toronto
31151,retail_store_food,2023-11-08,toronto
31152,retail_store_food,2023-11-08,toronto
31153,retail_store_food,2023-11-08,toronto
31154,retail_store_food,2023-11-08,toronto
31155,retail_store_food,2023-11-09,toronto
31156,retail_store_food,2023-11-09,toronto
31157,retail_store_food,2023-11-09,toronto
31158,retail_store_food,2023-11-09,toronto
31159,retail_store_food,2023-11-10,toronto
31160,retail_store_food,2023-11-10,toronto
31161,retail_store_food,2023-11-11,toronto
31162,retail_store_food,2023-11-11,toronto
31163,retail_store_food,2023-11-11,toronto
31164,retail_store_food,2023-11-11,toronto
31165,retail_store_food,2023-11-13,toronto
31166,retail_store_food,2023-11-14,toronto
31167,retail_store_food,2023-11-14,toronto
31168,retail_store_food,2023-11-14,toronto
31169,retail_store_food,2023-11-15,toronto
31170,retail_store_food,2023-11-15,toronto
31171,retail_store_food,2023-11-15,toronto
31172,retail_store_food,2023-11-15,toronto
31173,retail_store_food,2023-11-15,toronto
31174,retail_store_food,2023-11-15,toronto
31175,retail_store_food,2023-11-16,toronto
31177,retail_store_food,2023-11-16,toronto
31178,retail_store_food,2023-11-16,toronto
31179,retail_store_food,2023-11-17,toronto
31180,retail_store_food,2023-11-18,toronto
31181,retail_store_food,2023-11-18,toronto
31182,retail_store_food,2023-11-18,toronto
31183,retail_store_food,2023-11-20,toronto
31184,retail_store_food,2023-11-20,toronto
31185,retail_store_food,2023-11-20,toronto
31186,retail_store_food,2023-11-20,toronto
31187,retail_store_food,2023-12-11,toronto
31188,retail_store_food,2023-11-21,toronto
31189,retail_store_food,2023-11-23,toronto
31190,retail_store_food,2023-11-21,toronto
31191,retail_store_food,2023-12-15,toronto
31192,retail_store_food,2023-11-30,toronto
31193,retail_store_food,2023-11-22,toronto
31194,retail_store_food,2023-11-22,toronto
31195,retail_store_food,2023-11-22,toronto
31196,retail_store_food,2023-11-23,toronto
31197,retail_store_food,2023-11-23,toronto
31198,retail_store_food,2023-11-23,toronto
31199,retail_store_food,2023-11-24,toronto
31200,retail_store_food,2023-11-24,toronto
31201,retail_store_food,2023-11-24,toronto
31202,retail_store_food,2023-11-24,toronto
31203,retail_store_food,2023-11-24,toronto
31204,retail_store_food,2023-11-26,toronto
31205,retail_store_food,2023-11-28,toronto
31206,retail_store_food,2023-12-05,toronto
31207,retail_store_food,2023-11-29,toronto
31208,retail_store_food,2023-11-29,toronto
31209,retail_store_food,2023-11-29,toronto
31210,retail_store_food,2023-11-29,toronto
31211,retail_store_food,2023-11-30,toronto
31212,retail_store_food,2023-12-04,toronto
31213,retail_store_food,2023-11-30,toronto
31214,retail_store_food,2023-11-30,toronto
31215,retail_store_food,2023-11-30,toronto
31216,retail_store_food,2023-12-01,toronto
31217,retail_store_food,2023-12-01,toronto
31218,retail_store_food,2023-12-01,toronto
31219,retail_store_food,2023-12-02,toronto
31220,retail_store_food,2023-12-02,toronto
31221,retail_store_food,2023-12-02,toronto
31222,retail_store_food,2023-12-02,toronto
31223,retail_store_food,2023-12-04,toronto
31224,retail_store_food,2023-12-04,toronto
31225,retail_store_food,2023-12-04,toronto
31226,retail_store_food,2023-12-04,toronto
31227,retail_store_food,2023-12-04,toronto
31228,retail_store_food,2023-12-05,toronto
31229,retail_store_food,2023-12-10,toronto
31230,retail_store_food,2023-12-05,toronto
31231,retail_store_food,2023-12-05,toronto
31232,retail_store_food,2023-12-05,toronto
31233,retail_store_food,2023-12-06,toronto
31234,retail_store_food,2023-12-06,toronto
31235,retail_store_food,2023-12-06,toronto
31236,retail_store_food,2023-12-06,toronto
31237,retail_store_food,2023-12-07,toronto
31238,retail_store_food,2023-12-07,toronto
31239,retail_store_food,2023-12-08,toronto
31240,retail_store_food,2023-12-09,toronto
31241,retail_store_food,2023-12-09,toronto
31242,retail_store_food,2023-12-09,toronto
31243,retail_store_food,2023-12-09,toronto
31244,retail_store_food,2023-12-09,toronto
31245,retail_store_food,2023-12-09,toronto
31246,retail_store_food,2023-12-09,toronto
31247,retail_store_food,2023-12-09,toronto
31248,retail_store_food,2023-12-09,toronto
31249,retail_store_food,2023-12-09,toronto
31250,retail_store_food,2023-12-11,toronto
31251,retail_store_food,2023-12-12,toronto
31252,retail_store_food,2023-12-13,toronto
31253,retail_store_food,2023-12-13,toronto
31254,retail_store_food,2023-12-13,toronto
31255,retail_store_food,2023-12-13,toronto
31256,retail_store_food,2023-12-13,toronto
31257,retail_store_food,2023-12-15,toronto
31258,retail_store_food,2023-12-15,toronto
31259,retail_store_food,2023-12-15,toronto
31260,retail_store_food,2023-12-15,toronto
31261,retail_store_food,2023-12-16,toronto
31262,retail_store_food,2023-12-16,toronto
31263,retail_store_food,2023-12-16,toronto
31264,retail_store_food,2023-12-16,toronto
31265,retail_store_food,2023-12-16,toronto
31266,retail_store_food,2023-12-16,toronto
31267,retail_store_food,2023-12-16,toronto
31268,retail_store_food,2023-12-16,toronto
31269,retail_store_food,2023-12-17,toronto
31270,retail_store_food,2023-12-18,toronto
31271,retail_store_food,2023-12-18,toronto
31272,retail_store_food,2023-12-18,toronto
31273,retail_store_food,2023-12-19,toronto
31274,retail_store_food,2023-12-19,toronto
31275,retail_store_food,2023-12-22,toronto
31276,retail_store_food,2023-12-20,toronto
31277,retail_store_food,2023-12-20,toronto
31278,retail_store_food,2023-12-20,toronto
31279,retail_store_food,2023-12-20,toronto
31282,retail_store_food,2023-12-21,toronto
31283,retail_store_food,2023-12-21,toronto
31284,retail_store_food,2023-12-21,toronto
31285,retail_store_food,2023-12-21,toronto
31286,retail_store_food,2023-12-22,toronto
31287,retail_store_food,2023-12-22,toronto
31288,retail_store_food,2023-12-22,toronto
31289,retail_store_food,2023-12-22,toronto
31290,retail_store_food,2023-12-23,toronto
31291,retail_store_food,2023-12-23,toronto
31292,retail_store_food,2023-12-23,toronto
31293,retail_store_food,2023-12-23,toronto
31294,retail_store_food,2023-12-23,toronto
31295,retail_store_food,2023-12-23,toronto
31296,retail_store_food,2023-12-23,toronto
31297,retail_store_food,2023-12-23,toronto
31298,retail_store_food,2023-12-23,toronto
31299,retail_store_food,2023-12-23,toronto
31300,retail_store_food,2023-12-23,toronto
31301,retail_store_food,2023-12-23,toronto
31302,retail_store_food,2023-12-23,toronto
31303,retail_store_food,2023-12-23,toronto
31304,retail_store_food,2023-12-23,toronto
31305,retail_store_food,2023-12-23,toronto
31306,retail_store_food,2023-12-24,toronto
31307,retail_store_food,2023-12-27,toronto
31308,retail_store_food,2023-12-27,toronto
31309,retail_store_food,2023-12-28,toronto
31310,retail_store_food,2023-12-28,toronto
31311,retail_store_food,2023-12-28,toronto
31312,retail_store_food,2023-12-28,toronto
31313,retail_store_food,2023-12-28,toronto
31314,retail_store_food,2023-12-29,toronto
31315,retail_store_food,2023-12-29,toronto
31316,retail_store_food,2023-12-29,toronto
31317,retail_store_food,2023-12-30,toronto
36032,personal_services_settings,2018-04-27,toronto
36083,personal_services_settings,2018-01-15,toronto
36176,personal_services_settings,2018-06-29,toronto
36196,personal_services_settings,2018-07-09,toronto
36205,personal_services_settings,2018-07-23,toronto
36209,personal_services_settings,2018-07-30,toronto
36226,personal_services_settings,2018-07-12,toronto
36238,personal_services_settings,2018-10-12,toronto
36252,personal_services_settings,2018-05-24,toronto
36257,personal_services_settings,2018-03-13,toronto
36260,personal_services_settings,2018-07-04,toronto
36278,personal_services_settings,2018-06-14,toronto
36284,personal_services_settings,2018-01-05,toronto
36296,personal_services_settings,2018-10-31,toronto
36300,personal_services_settings,2018-01-11,toronto
36319,personal_services_settings,2018-01-23,toronto
36333,personal_services_settings,2018-03-27,toronto
36339,personal_services_settings,2018-01-02,toronto
36340,personal_services_settings,2018-02-12,toronto
36342,personal_services_settings,2018-01-04,toronto
36349,personal_services_settings,2018-02-15,toronto
36350,personal_services_settings,2018-01-10,toronto
36357,personal_services_settings,2018-01-16,toronto
36358,personal_services_settings,2018-01-17,toronto
36363,personal_services_settings,2018-03-27,toronto
36364,personal_services_settings,2018-03-02,toronto
36367,personal_services_settings,2018-01-24,toronto
36370,personal_services_settings,2018-01-25,toronto
36371,personal_services_settings,2018-01-26,toronto
36379,personal_services_settings,2018-02-14,toronto
36381,personal_services_settings,2018-03-16,toronto
36384,personal_services_settings,2018-02-06,toronto
36388,personal_services_settings,2018-02-08,toronto
36393,personal_services_settings,2019-04-25,toronto
36401,personal_services_settings,2018-02-20,toronto
36403,personal_services_settings,2018-08-13,toronto
36405,personal_services_settings,2018-04-04,toronto
36407,personal_services_settings,2019-02-26,toronto
36409,personal_services_settings,2018-02-27,toronto
36410,personal_services_settings,2018-02-27,toronto
36412,personal_services_settings,2018-03-02,toronto
36414,personal_services_settings,2018-04-12,toronto
36417,personal_services_settings,2018-04-12,toronto
36418,personal_services_settings,2018-03-07,toronto
36421,personal_services_settings,2018-03-08,toronto
36422,personal_services_settings,2018-03-08,toronto
36423,personal_services_settings,2018-03-08,toronto
36432,personal_services_settings,2018-05-23,toronto
36434,personal_services_settings,2018-03-13,toronto
36437,personal_services_settings,2018-03-15,toronto
36448,personal_services_settings,2018-03-22,toronto
36449,personal_services_settings,2018-03-23,toronto
36450,personal_services_settings,2018-03-23,toronto
36453,personal_services_settings,2018-06-25,toronto
36459,personal_services_settings,2018-05-11,toronto
36460,personal_services_settings,2018-04-04,toronto
36473,personal_services_settings,2018-02-20,toronto
36474,personal_services_settings,2018-04-11,toronto
36481,personal_services_settings,2018-06-01,toronto
36484,personal_services_settings,2018-04-20,toronto
36486,personal_services_settings,2019-03-26,toronto
36492,personal_services_settings,2018-03-08,toronto
36493,personal_services_settings,2018-07-19,toronto
36495,personal_services_settings,2018-04-26,toronto
36503,personal_services_settings,2018-07-10,toronto
36507,personal_services_settings,2018-07-12,toronto
36508,personal_services_settings,2018-05-07,toronto
36509,personal_services_settings,2019-05-16,toronto
36514,personal_services_settings,2018-06-29,toronto
36515,personal_services_settings,2018-05-10,toronto
36517,personal_services_settings,2018-08-20,toronto
36519,personal_services_settings,2018-05-17,toronto
36520,personal_services_settings,2018-10-18,toronto
36523,personal_services_settings,2018-06-28,toronto
36526,personal_services_settings,2018-05-22,toronto
36530,personal_services_settings,2018-05-23,toronto
36531,personal_services_settings,2018-05-24,toronto
36538,personal_services_settings,2018-01-12,toronto
36539,personal_services_settings,2018-05-22,toronto
36541,personal_services_settings,2018-06-04,toronto
36542,personal_services_settings,2019-05-29,toronto
36547,personal_services_settings,2018-06-05,toronto
36548,personal_services_settings,2019-03-07,toronto
36549,personal_services_settings,2018-06-06,toronto
36552,personal_services_settings,2018-06-07,toronto
36554,personal_services_settings,2018-06-08,toronto
36567,personal_services_settings,2018-06-14,toronto
36568,personal_services_settings,2018-06-15,toronto
36577,personal_services_settings,2018-06-18,toronto
36578,personal_services_settings,2018-06-18,toronto
36579,personal_services_settings,2018-06-20,toronto
36583,personal_services_settings,2018-06-22,toronto
36584,personal_services_settings,2018-06-22,toronto
36586,personal_services_settings,2018-10-01,toronto
36591,personal_services_settings,2018-06-26,toronto
36597,personal_services_settings,2018-06-29,toronto
36600,personal_services_settings,2018-08-07,toronto
36601,personal_services_settings,2018-07-23,toronto
36620,personal_services_settings,2019-08-06,toronto
36625,personal_services_settings,2019-06-12,toronto
36629,personal_services_settings,2018-07-06,toronto
36633,personal_services_settings,2018-01-09,toronto
36634,personal_services_settings,2018-07-24,toronto
36641,personal_services_settings,2018-11-20,toronto
36642,personal_services_settings,2018-07-30,toronto
36643,personal_services_settings,2018-07-30,toronto
36644,personal_services_settings,2018-07-31,toronto
36646,personal_services_settings,2018-08-01,toronto
36650,personal_services_settings,2018-08-03,toronto
36655,personal_services_settings,2018-10-16,toronto
36658,personal_services_settings,2018-08-07,toronto
36667,personal_services_settings,2018-08-13,toronto
36673,personal_services_settings,2018-08-17,toronto
36674,personal_services_settings,2018-08-17,toronto
36675,personal_services_settings,2018-05-07,toronto
36676,personal_services_settings,2019-07-04,toronto
36680,personal_services_settings,2018-08-22,toronto
36689,personal_services_settings,2018-08-28,toronto
36690,personal_services_settings,2019-06-28,toronto
36692,personal_services_settings,2019-04-15,toronto
36693,personal_services_settings,2019-05-22,toronto
36695,personal_services_settings,2018-04-20,toronto
36698,personal_services_settings,2018-09-04,toronto
36700,personal_services_settings,2018-09-06,toronto
36702,personal_services_settings,2018-09-10,toronto
36703,personal_services_settings,2018-09-11,toronto
36704,personal_services_settings,2018-09-24,toronto
36706,personal_services_settings,2018-09-14,toronto
36711,personal_services_settings,2018-02-16,toronto
36714,personal_services_settings,2018-09-24,toronto
36717,personal_services_settings,2018-09-27,toronto
36718,personal_services_settings,2019-07-03,toronto
36722,personal_services_settings,2018-10-04,toronto
36731,personal_services_settings,2018-02-01,toronto
36732,personal_services_settings,2018-10-12,toronto
36735,personal_services_settings,2018-03-13,toronto
36736,personal_services_settings,2018-10-19,toronto
36737,personal_services_settings,2018-05-16,toronto
36739,personal_services_settings,2018-10-23,toronto
36748,personal_services_settings,2018-12-07,toronto
36752,personal_services_settings,2018-10-30,toronto
36756,personal_services_settings,2019-05-16,toronto
36758,personal_services_settings,2018-11-08,toronto
36759,personal_services_settings,2018-11-08,toronto
36765,personal_services_settings,2019-03-07,toronto
36767,personal_services_settings,2019-03-15,toronto
36770,personal_services_settings,2018-11-12,toronto
36772,personal_services_settings,2018-11-14,toronto
36778,personal_services_settings,2018-06-06,toronto
36787,personal_services_settings,2019-10-18,toronto
36800,personal_services_settings,2018-07-16,toronto
36806,personal_services_settings,2018-01-09,toronto
36813,personal_services_settings,2018-03-29,toronto
36814,personal_services_settings,2018-03-06,toronto
36816,personal_services_settings,2018-12-13,toronto
36821,personal_services_settings,2019-05-01,toronto
36829,personal_services_settings,2018-10-26,toronto
36834,personal_services_settings,2020-01-14,toronto
36835,personal_services_settings,2019-03-19,toronto
36836,personal_services_settings,2018-07-23,toronto
36837,personal_services_settings,2019-01-31,toronto
36838,personal_services_settings,2019-04-04,toronto
36840,personal_services_settings,2018-06-29,toronto
36841,personal_services_settings,2019-03-18,toronto
36845,personal_services_settings,2019-08-07,toronto
36847,personal_services_settings,2019-04-17,toronto
36864,personal_services_settings,2018-01-02,toronto
36865,personal_services_settings,2018-01-09,toronto
36866,personal_services_settings,2018-01-11,toronto
36867,personal_services_settings,2018-12-21,toronto
36868,personal_services_settings,2018-12-27,toronto
36869,personal_services_settings,2018-12-19,toronto
36870,personal_services_settings,2018-12-28,toronto
36871,personal_services_settings,2019-01-05,toronto
36872,personal_services_settings,2019-01-10,toronto
36873,personal_services_settings,2019-05-23,toronto
36876,personal_services_settings,2019-03-12,toronto
36877,personal_services_settings,2018-06-06,toronto
36879,personal_services_settings,2019-12-17,toronto
36880,personal_services_settings,2018-07-16,toronto
36882,personal_services_settings,2018-11-19,toronto
36884,personal_services_settings,2018-04-04,toronto
36894,personal_services_settings,2018-02-12,toronto
36895,personal_services_settings,2018-01-18,toronto
36896,personal_services_settings,2018-02-08,toronto
36897,personal_services_settings,2018-02-14,toronto
36898,personal_services_settings,2018-02-14,toronto
36899,personal_services_settings,2018-02-09,toronto
36900,personal_services_settings,2019-01-26,toronto
36901,personal_services_settings,2019-01-23,toronto
36902,personal_services_settings,2019-01-23,toronto
36903,personal_services_settings,2019-01-23,toronto
36904,personal_services_settings,2019-02-14,toronto
36905,personal_services_settings,2019-02-14,toronto
36906,personal_services_settings,2019-01-24,toronto
36910,personal_services_settings,2019-10-30,toronto
36911,personal_services_settings,2019-02-21,toronto
36913,personal_services_settings,2018-02-14,toronto
36915,personal_services_settings,2019-10-04,toronto
36933,personal_services_settings,2018-02-16,toronto
36934,personal_services_settings,2018-02-23,toronto
36935,personal_services_settings,2018-03-12,toronto
36936,personal_services_settings,2018-03-12,toronto
36937,personal_services_settings,2018-03-02,toronto
36938,personal_services_settings,2018-02-28,toronto
36939,personal_services_settings,2018-03-12,toronto
36940,personal_services_settings,2018-03-12,toronto
36941,personal_services_settings,2018-03-14,toronto
36942,personal_services_settings,2019-02-27,toronto
36943,personal_services_settings,2019-03-01,toronto
36944,personal_services_settings,2019-03-12,toronto
36945,personal_services_settings,2019-03-04,toronto
36946,personal_services_settings,2019-02-26,toronto
36947,personal_services_settings,2019-02-27,toronto
36948,personal_services_settings,2019-03-12,toronto
36949,personal_services_settings,2018-11-02,toronto
36952,personal_services_settings,2019-11-01,toronto
36956,personal_services_settings,2018-05-27,toronto
36957,personal_services_settings,2018-07-09,toronto
36958,personal_services_settings,2019-01-03,toronto
36959,personal_services_settings,2019-01-04,toronto
36960,personal_services_settings,2019-02-27,toronto
36961,personal_services_settings,2019-02-27,toronto
36962,personal_services_settings,2019-03-02,toronto
36963,personal_services_settings,2019-04-04,toronto
36964,personal_services_settings,2019-03-28,toronto
36965,personal_services_settings,2019-06-20,toronto
36966,personal_services_settings,2019-06-27,toronto
36973,personal_services_settings,2018-08-17,toronto
36974,personal_services_settings,2019-07-12,toronto
36975,personal_services_settings,2019-05-08,toronto
36976,personal_services_settings,2019-06-27,toronto
37076,personal_services_settings,2018-04-11,toronto
37077,personal_services_settings,2018-04-20,toronto
37078,personal_services_settings,2018-04-09,toronto
37079,personal_services_settings,2018-03-27,toronto
37080,personal_services_settings,2018-04-13,toronto
37081,personal_services_settings,2018-04-27,toronto
37082,personal_services_settings,2018-07-05,toronto
37083,personal_services_settings,2018-04-24,toronto
37084,personal_services_settings,2018-04-17,toronto
37085,personal_services_settings,2018-04-12,toronto
37086,personal_services_settings,2018-03-20,toronto
37087,personal_services_settings,2018-05-04,toronto
37088,personal_services_settings,2018-04-26,toronto
37089,personal_services_settings,2018-05-28,toronto
37090,personal_services_settings,2018-05-01,toronto
37091,personal_services_settings,2018-07-27,toronto
37092,personal_services_settings,2018-06-27,toronto
37093,personal_services_settings,2018-07-16,toronto
37094,personal_services_settings,2018-07-20,toronto
37095,personal_services_settings,2018-07-13,toronto
37096,personal_services_settings,2018-07-19,toronto
37097,personal_services_settings,2018-07-06,toronto
37098,personal_services_settings,2018-06-27,toronto
37099,personal_services_settings,2018-07-16,toronto
37100,personal_services_settings,2018-06-13,toronto
37101,personal_services_settings,2018-06-29,toronto
37102,personal_services_settings,2018-06-29,toronto
37103,personal_services_settings,2018-07-09,toronto
37104,personal_services_settings,2018-06-29,toronto
37105,personal_services_settings,2018-07-23,toronto
37106,personal_services_settings,2018-07-23,toronto
37107,personal_services_settings,2018-07-30,toronto
37108,personal_services_settings,2018-07-31,toronto
37109,personal_services_settings,2019-03-27,toronto
37110,personal_services_settings,2019-04-04,toronto
37111,personal_services_settings,2019-03-29,toronto
37112,personal_services_settings,2019-03-22,toronto
37113,personal_services_settings,2019-04-08,toronto
37114,personal_services_settings,2019-04-04,toronto
37115,personal_services_settings,2019-03-28,toronto
37116,personal_services_settings,2019-05-23,toronto
37117,personal_services_settings,2019-03-26,toronto
37118,personal_services_settings,2019-03-28,toronto
37119,personal_services_settings,2019-06-14,toronto
